지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
102,백령도,11/26/2018,9.7,6.3,11.6,,3,87.5
102,백령도,11/27/2018,9.8,7.6,11.9,,5,59.8
102,백령도,11/28/2018,5.5,4.1,7.7,,3.2,35
102,백령도,11/29/2018,5.6,4.2,6.7,,2.9,41.5
102,백령도,11/30/2018,5.7,2,8.7,0,2.4,55.5
102,백령도,12/1/2018,7.2,5.9,9.3,,2.4,53.9
102,백령도,12/2/2018,8.4,5.7,10.5,0.3,4.9,75.5
102,백령도,12/3/2018,9.5,8.7,10.9,19.5,5.3,93.9
102,백령도,12/4/2018,4.1,1,9,0,11.6,61.3
102,백령도,12/5/2018,0.3,-1.6,1.4,,5.6,36.5
102,백령도,12/6/2018,1.1,-4.1,5.7,2.2,5.1,53.1
102,백령도,12/7/2018,-5.2,-6.5,-3.6,0,9.8,68.1
102,백령도,12/8/2018,-5.1,-8,-3.2,3,7.4,72.3
102,백령도,12/9/2018,-3.7,-6,-1.9,,3.8,67.1
102,백령도,12/10/2018,0,-2.1,1.5,,3.7,66.4
102,백령도,12/11/2018,0.2,-2.4,1.6,0.5,4.1,71.6
102,백령도,12/12/2018,0,-1.7,3,0,6.8,58.6
102,백령도,12/13/2018,0.4,-1.3,3.3,0.1,8,64.1
102,백령도,12/14/2018,-0.8,-2.2,0.4,,6.8,60.9
102,백령도,12/15/2018,1.8,-3.4,4.2,,2.8,68.6
102,백령도,12/16/2018,5.8,3.8,8.2,2,4.2,69.1
102,백령도,12/17/2018,4.5,3.4,6.7,,5.7,44.6
102,백령도,12/18/2018,5.9,2.6,8.4,,4,49.5
102,백령도,12/19/2018,5.1,2.9,7.2,,2.7,71.3
102,백령도,12/20/2018,4.8,2.9,8.1,,1.9,76
102,백령도,12/21/2018,5.6,2.6,7.7,0,2.1,84.1
102,백령도,12/22/2018,4.6,2.3,6.6,,4.4,80.1
102,백령도,12/23/2018,2.6,-0.5,6.2,,8.2,53.4
102,백령도,12/24/2018,1.2,-0.9,3.2,,3.7,55.6
102,백령도,12/25/2018,4.5,1.6,7.2,0,3.9,62.4
102,백령도,12/26/2018,-3.3,-6.1,2.9,,10.3,56.9
102,백령도,12/27/2018,-7.8,-8.5,-6,0,11.1,64.5
102,백령도,12/28/2018,-6.2,-8.9,-3.4,0.1,10.6,69.1
102,백령도,12/29/2018,-4.2,-5.2,-3.3,0,9,53.6
102,백령도,12/30/2018,-3.6,-5.9,-1.5,,7.4,62.9
102,백령도,12/31/2018,-2.2,-2.9,-1.5,,5,61.6
102,백령도,1/1/2019,-1.9,-3,-0.8,,7.2,60.3
102,백령도,1/2/2019,-1.5,-2.8,-0.7,,6.4,56.3
102,백령도,1/3/2019,-0.2,-3.1,2.3,,2.1,62.5
102,백령도,1/4/2019,1.7,-1.7,5.2,,3.7,72
102,백령도,1/5/2019,-1.8,-2.9,0.8,,8.1,53.3
102,백령도,1/6/2019,-0.4,-2.3,1.4,,4.9,63
102,백령도,1/7/2019,1.1,-0.6,2.8,,4.6,58.5
102,백령도,1/8/2019,-2,-3.8,1,,8.7,50.9
102,백령도,1/9/2019,-3.4,-6,-1.3,,2.7,67.3
102,백령도,1/10/2019,2.6,-1.7,4,,3.5,63.6
102,백령도,1/11/2019,2.6,0.8,4.3,,2.1,73.9
102,백령도,1/12/2019,2.3,-0.1,4.5,0,1.2,69.8
102,백령도,1/13/2019,3.8,1.1,5.8,,3,72.9
102,백령도,1/14/2019,2.3,0.9,3.4,,1.7,79.1
102,백령도,1/15/2019,-2.3,-5.3,3.2,0.1,8.7,64.1
102,백령도,1/16/2019,-1.1,-5.1,2.1,0,6.7,58.9
102,백령도,1/17/2019,1.5,0.1,3.7,,4,58.9
102,백령도,1/18/2019,2.4,-0.5,6.2,,2.2,65.9
102,백령도,1/19/2019,3.1,0.8,7.1,,3.3,79.9
102,백령도,1/20/2019,-0.9,-1.9,1.6,,10.5,51.1
102,백령도,1/21/2019,3.6,-0.1,6.2,,5.7,57.3
102,백령도,1/22/2019,3.8,1.6,7,,3.4,65.5
102,백령도,1/23/2019,3.5,1.8,5.6,,6.7,55
102,백령도,1/24/2019,0.5,-1.5,2.7,,3.2,53.8
102,백령도,1/25/2019,-0.5,-1.8,2,,10.4,48.8
102,백령도,1/26/2019,-0.8,-3.3,1.5,,9,56
102,백령도,1/27/2019,2.9,-0.9,4.3,,4,61.6
102,백령도,1/28/2019,1.6,0.2,4.2,,7.2,41.5
102,백령도,1/29/2019,1.5,-1.6,4.2,,2.5,58.3
102,백령도,1/30/2019,2.3,0,6.2,,4.1,73.5
102,백령도,1/31/2019,-2.8,-4.2,0.1,,9.7,50.6
102,백령도,2/1/2019,1.2,-1.5,4.2,,4.9,48.6
102,백령도,2/2/2019,4.9,2.2,7.5,0.7,5.1,74.5
102,백령도,2/3/2019,2.6,-0.2,3.7,12.6,7.2,87.8
102,백령도,2/4/2019,-0.1,-2,3.9,,5.2,53.8
102,백령도,2/5/2019,6.4,3.8,8.7,,3.9,80.9
102,백령도,2/6/2019,3.5,-0.3,8,,4.2,90.5
102,백령도,2/7/2019,-5.8,-8.2,-0.3,,12,59.4
102,백령도,2/8/2019,-6.9,-9.3,-4.6,,7,60.9
102,백령도,2/9/2019,-5,-6.3,-3.9,,9,50.1
102,백령도,2/10/2019,-4.3,-6.2,-2.9,,5.9,51.9
102,백령도,2/11/2019,-1.6,-3,0,0,4.6,54.8
102,백령도,2/12/2019,-1.3,-2.7,0.9,0,3.4,57.6
102,백령도,2/13/2019,-2.7,-3.9,-1.5,,5.6,46.1
102,백령도,2/14/2019,-2.4,-4.9,-0.4,,3.8,45.9
102,백령도,2/15/2019,-1.2,-2.9,2,3.8,4.4,82.1
102,백령도,2/16/2019,-2.2,-3.3,-0.6,,7.9,59
102,백령도,2/17/2019,0.4,-1.8,3,,5.8,48.9
102,백령도,2/18/2019,1.9,-1.1,3.9,,2,77.5
102,백령도,2/19/2019,0.9,-0.8,2.9,4,3.1,86.1
102,백령도,2/20/2019,2.4,1.2,4,0,5.5,70.9
102,백령도,2/21/2019,2.6,-0.5,4.9,,3.8,78.4
102,백령도,2/22/2019,3.3,-0.6,5.3,,4,80.4
102,백령도,2/23/2019,5.6,2.5,10.7,,2.3,44.8
102,백령도,2/24/2019,4.6,0.8,9.5,,1.8,70
102,백령도,2/25/2019,3.9,2.3,6,,5.9,57.5
102,백령도,2/26/2019,4.1,2.5,7.5,,4.5,59.3
102,백령도,2/27/2019,5,2.1,9.2,,2.6,64.9
102,백령도,2/28/2019,4.2,2.5,7.6,,3.6,82.4
102,백령도,3/1/2019,3.8,0.8,10.3,,3.4,84.5
102,백령도,3/2/2019,5.5,2.2,10.8,,2.1,64.4
102,백령도,3/3/2019,6.3,3.6,10.9,,2.4,66.9
102,백령도,3/4/2019,5.3,2,9.8,,4.9,86.1
102,백령도,3/5/2019,4.8,2.9,6.7,,2.8,95.5
102,백령도,3/6/2019,4.7,3.6,7.1,0,3.9,86.5
102,백령도,3/7/2019,3.5,1.8,4.9,,7.2,63.1
102,백령도,3/8/2019,5,0.6,10.1,,2.6,67
102,백령도,3/9/2019,4.1,1.9,6.6,,2.7,82.8
102,백령도,3/10/2019,5.1,2.6,8.8,,3.4,68.8
102,백령도,3/11/2019,3.7,1.7,7,0,3.3,93.8
102,백령도,3/12/2019,3.1,2.2,5.6,,7.4,52.3
102,백령도,3/13/2019,3.2,1.3,5.9,,5.3,48.9
102,백령도,3/14/2019,4.2,1.4,7,,2.7,78.9
102,백령도,3/15/2019,2.8,-0.5,6.3,0,6.4,89.6
102,백령도,3/16/2019,4.9,1.6,8.1,,3.2,72
102,백령도,3/17/2019,5.2,1.7,9.2,,2.5,73
102,백령도,3/18/2019,5.5,2.7,8.1,,4.5,91.6
102,백령도,3/19/2019,6.7,5.1,9.1,,4.8,92
102,백령도,3/20/2019,6.8,5.5,8.3,21.6,5.3,100
102,백령도,3/21/2019,4.1,2.2,7.8,0.6,9.8,79.4
102,백령도,3/22/2019,3.1,1,5.5,,7,52.5
102,백령도,3/23/2019,4.3,2.6,5.4,,6.3,63.8
102,백령도,3/24/2019,5.6,2,8.1,,5.2,66.4
102,백령도,3/25/2019,7.9,6.1,10.5,,5.1,91.4
102,백령도,3/26/2019,6.4,2.3,12.8,,2.4,90.4
102,백령도,3/27/2019,6.9,5,12.4,,4.7,86
102,백령도,3/28/2019,5.1,4,6.7,0,5.9,49
102,백령도,3/29/2019,5.8,2.7,9.2,1.3,4.1,56.9
102,백령도,3/30/2019,4.7,3.2,8.5,0,7.4,75.5
102,백령도,3/31/2019,5,3.6,7.1,,8.6,51.5
102,백령도,4/1/2019,5.8,2.7,9.8,,3.5,53.9
102,백령도,4/2/2019,6.8,3.4,10.6,,3.6,52.4
102,백령도,4/3/2019,6.7,1.9,10.3,,4,58.5
102,백령도,4/4/2019,9,5.6,13.1,,7,65
102,백령도,4/5/2019,8.5,5.8,10.7,,5.2,48.1
102,백령도,4/6/2019,7.2,5.4,9.7,0,2.1,60.3
102,백령도,4/7/2019,8.5,5,13.8,,3.3,43.5
102,백령도,4/8/2019,7.3,5.4,10.7,,4,55.3
102,백령도,4/9/2019,7.1,5.4,9.7,14.7,3.3,70.1
102,백령도,4/10/2019,7,4.7,10.4,0.1,3.6,79.1
102,백령도,4/11/2019,8.5,3.9,14.2,,2,68
102,백령도,4/12/2019,9.7,6.4,13.5,,3.9,61.3
102,백령도,4/13/2019,8.8,6.4,11.5,,3.9,76.4
102,백령도,4/14/2019,8,6.1,10.4,6.2,5.5,82.1
102,백령도,4/15/2019,11,5.9,16.6,,4.1,60.1
102,백령도,4/16/2019,9.8,7.3,11.8,,4.1,65.3
102,백령도,4/17/2019,11.5,7.1,15.9,,4.5,68.6
102,백령도,4/18/2019,10.2,7.6,13.4,,4.5,76.5
102,백령도,4/19/2019,9.9,6.8,14.2,,2.8,60
102,백령도,4/20/2019,8.5,5.6,9.6,0,2.2,92.5
102,백령도,4/21/2019,9.4,7.1,13.5,0,2.9,89.9
102,백령도,4/22/2019,11.4,6.4,17.9,,2.2,76.6
102,백령도,4/23/2019,12.9,8,17.5,0,2.2,80.5
102,백령도,4/24/2019,11.3,9.6,17,0,4.2,86.6
102,백령도,4/25/2019,8.1,6,15.4,2.7,4.7,91.9
102,백령도,4/26/2019,7.5,5.3,10.1,,4.8,87.3
102,백령도,4/27/2019,10,5.3,13.5,0,2.4,66.9
102,백령도,4/28/2019,10.3,7.3,13.9,0,2.5,70.3
102,백령도,4/29/2019,10,7,16,,2.5,72.3
102,백령도,4/30/2019,12.2,7.6,17.2,,1.8,62.5
102,백령도,5/1/2019,11.5,8.2,15.2,,4.5,76.3
102,백령도,5/2/2019,14.8,9.3,20.9,,3.3,48.5
102,백령도,5/3/2019,13.9,8,19.9,,3.1,67.5
102,백령도,5/4/2019,15.4,10.1,22.2,,1.9,62.3
102,백령도,5/5/2019,13.5,10.1,22.7,0,5.3,58.6
102,백령도,5/6/2019,10.8,8.3,13.9,,4.7,55.4
102,백령도,5/7/2019,14.4,8.6,19.2,,5.3,47.8
102,백령도,5/8/2019,15.4,10.2,19.3,,3.8,52.4
102,백령도,5/9/2019,14.3,10.7,19.4,,4.1,61.6
102,백령도,5/10/2019,11.7,9,16.5,,2.3,91.5
102,백령도,5/11/2019,13.6,8.8,19.2,,2.2,68.3
102,백령도,5/12/2019,14.8,9.6,21.2,,2.1,51.5
102,백령도,5/13/2019,12.2,10,14.1,3.9,3.2,92.8
102,백령도,5/14/2019,13.2,7.2,18,,2.4,87.3
102,백령도,5/15/2019,13.6,10.6,17.6,,2.4,94.1
102,백령도,5/16/2019,16.7,11.1,21.9,,2.9,76.3
102,백령도,5/17/2019,17.4,13.2,21.1,,2.5,79
102,백령도,5/18/2019,18.3,14.4,24.1,0.6,4.5,77.3
102,백령도,5/19/2019,15.6,14.1,16.4,13.1,4.4,99.9
102,백령도,5/20/2019,14.4,12.2,16.9,,6.8,63.4
102,백령도,5/21/2019,17.4,13,22.2,,5.6,49.1
102,백령도,5/22/2019,18.1,11.2,24.9,,4.6,52.8
102,백령도,5/23/2019,15.3,10.8,20.7,,3.1,87.5
102,백령도,5/24/2019,17.2,14.2,22.4,,4.5,82.1
102,백령도,5/25/2019,15.3,12.8,19.4,,5.8,93.8
102,백령도,5/26/2019,17.4,14.9,20.2,0.8,7.3,87
102,백령도,5/27/2019,14.2,12.1,17,10.5,6.6,90.4
102,백령도,5/28/2019,17.5,11.4,23.8,,5.3,58.3
102,백령도,5/29/2019,17.6,13.6,22.6,,2.8,64.4
102,백령도,5/30/2019,18.1,13.5,22,0,4.1,65.5
102,백령도,5/31/2019,16.1,12.4,19.8,,3.9,75.8
102,백령도,6/1/2019,14.9,12.9,17.2,,3.6,96.3
102,백령도,6/2/2019,15.6,13.4,19.2,,5,93.5
102,백령도,6/3/2019,16.3,14.1,19.3,1.3,4.5,91.9
102,백령도,6/4/2019,16,14.6,18.1,1.4,3.1,99
102,백령도,6/5/2019,15.7,14.3,17.1,0,2.9,99.9
102,백령도,6/6/2019,15.7,14.3,17.8,9.2,2.8,97.5
102,백령도,6/7/2019,17.5,14.7,21.4,3.9,4.2,87.9
102,백령도,6/8/2019,17.2,14.5,21.3,0,2.9,87.1
102,백령도,6/9/2019,15.9,14.9,16.8,6.7,3.5,99
102,백령도,6/10/2019,15.7,13.9,18.5,12.6,3.1,94.5
102,백령도,6/11/2019,16.7,13.8,21,,2.6,83.6
102,백령도,6/12/2019,18.4,14.1,23.1,,1.7,77.8
102,백령도,6/13/2019,17.6,14.4,20.3,,2.6,94.8
102,백령도,6/14/2019,17.1,14.6,22,0.8,1.8,94.9
102,백령도,6/15/2019,15.8,13.2,19,,4.6,90.3
102,백령도,6/16/2019,16.3,14.2,19.8,0,4.2,86.9
102,백령도,6/17/2019,18.6,15.1,22.1,,2.7,86.1
102,백령도,6/18/2019,17.9,15.2,20.8,8,4.4,95.4
102,백령도,6/19/2019,19,17.1,20.8,3.8,2.8,96.6
102,백령도,6/20/2019,18.8,17.2,21,0,1.9,97.6
102,백령도,6/21/2019,18.3,15,22,,2.2,97.6
102,백령도,6/22/2019,18.4,14.9,23.2,,2.5,83
102,백령도,6/23/2019,21.3,16.9,26.2,,2.4,64.3
102,백령도,6/24/2019,21.4,16.8,27.1,,1.8,77.3
102,백령도,6/25/2019,19,15.4,23,,2.1,93.3
102,백령도,6/26/2019,20.5,15.7,27.1,,1.8,74.9
102,백령도,6/27/2019,20.2,16.9,23.3,,3.7,71.9
102,백령도,6/28/2019,21.5,19,25.7,0.5,1.9,77.4
102,백령도,6/29/2019,20.6,18.2,23.3,0.3,2.6,87.4
102,백령도,6/30/2019,21.1,18,24.9,,2.7,90.4
102,백령도,7/1/2019,21.9,18.9,26.3,,2.4,85.5
102,백령도,7/2/2019,22.6,17.4,27.9,,1.6,77.4
102,백령도,7/3/2019,20.5,17.3,24.8,0,1.6,93.3
102,백령도,7/4/2019,20.4,16.2,25.5,,2.3,93.1
102,백령도,7/5/2019,19.6,16.4,24.8,,2.5,94.8
102,백령도,7/6/2019,22.7,15.6,28.4,,2.4,64
102,백령도,7/7/2019,22.6,19.3,26.3,0.3,3.6,72.4
102,백령도,7/8/2019,21.2,18.2,26.7,,3.2,66.9
102,백령도,7/9/2019,21.5,18,25.4,,2.6,66
102,백령도,7/10/2019,20.1,17.1,22.7,15.4,2.3,78.6
102,백령도,7/11/2019,18.4,16.4,21.4,18.5,3.4,95.1
102,백령도,7/12/2019,20.3,17.7,23.2,2.2,2.3,96.8
102,백령도,7/13/2019,21.2,18.6,24.5,,1.9,96.1
102,백령도,7/14/2019,20.2,17.7,23.6,,1.7,97.6
102,백령도,7/15/2019,20.4,17.6,23.3,,2.9,95.8
102,백령도,7/16/2019,21.4,19.1,25.1,,2.8,94.3
102,백령도,7/17/2019,20.2,18.5,24,,2.3,99.3
102,백령도,7/18/2019,23,18.5,27.3,,1.8,80.6
102,백령도,7/19/2019,24.4,20.1,28.9,,1.7,77.9
102,백령도,7/20/2019,25.8,22.6,28.3,0,2.9,78.8
102,백령도,7/21/2019,24.7,21.6,28.5,0,3.6,91.1
102,백령도,7/22/2019,23.4,20.2,28,0,2.2,96.4
102,백령도,7/23/2019,21.6,20.1,22.5,0,5,100
102,백령도,7/24/2019,22.1,20.3,23.6,34.2,4.1,100
102,백령도,7/25/2019,22.9,20.5,25.7,0,2.9,99.3
102,백령도,7/26/2019,22.3,19.8,26.1,43,2.6,96.1
102,백령도,7/27/2019,23.5,20.3,27.5,,3,97.1
102,백령도,7/28/2019,24.2,21.9,26.1,8.1,3.9,98.9
102,백령도,7/29/2019,24.9,23,26.5,5.2,4.8,99.5
102,백령도,7/30/2019,25.2,22.9,26.7,,5.1,98.9
102,백령도,7/31/2019,24.2,22.5,25.6,1.8,3.3,98.6
102,백령도,8/1/2019,24.1,21.7,27.4,0.3,2.5,98.9
102,백령도,8/2/2019,24,21.5,27.3,0,2.7,97.9
102,백령도,8/3/2019,24.1,22.1,27.9,,1.8,94.4
102,백령도,8/4/2019,25.9,21.6,29.9,,1,78.3
102,백령도,8/5/2019,25.4,21.7,29.1,,2.2,80.1
102,백령도,8/6/2019,27,23.4,30.9,,1.7,76.3
102,백령도,8/7/2019,26.4,23.1,29.6,,1.5,82.8
102,백령도,8/8/2019,23.7,22,26.5,4.6,1.8,97.6
102,백령도,8/9/2019,25.5,22.9,28.7,0.2,2,94.1
102,백령도,8/10/2019,26.6,22.6,31.2,,2,88.1
102,백령도,8/11/2019,25,22.7,28.6,31.1,6.8,86.3
102,백령도,8/12/2019,24.5,22.6,26.7,11.4,6.8,98.3
102,백령도,8/13/2019,24.1,23,25.1,0.5,5.2,98.4
102,백령도,8/14/2019,24.8,22.7,28.5,,2.7,93
102,백령도,8/15/2019,23.2,21.7,25.5,3.3,2.3,98
102,백령도,8/16/2019,24.4,22.1,27.5,0.2,4.1,90.1
102,백령도,8/17/2019,23.8,21.6,26.4,,3.9,77.3
102,백령도,8/18/2019,22.9,20.2,26.5,,2.1,81.9
102,백령도,8/19/2019,22.9,19.9,26.8,,2.2,80.9
102,백령도,8/20/2019,23.6,19.8,28,,1.7,81.6
102,백령도,8/21/2019,23.1,20.8,25.4,0,1,94
102,백령도,8/22/2019,23,19.8,27,,2.2,89.6
102,백령도,8/23/2019,23.3,20.3,27,,2.4,81.9
102,백령도,8/24/2019,22.2,19.5,24.8,,2.8,82.6
102,백령도,8/25/2019,23.2,19.9,27.4,,1.8,84.8
102,백령도,8/26/2019,22.8,20,26.3,0,1.7,89.6
102,백령도,8/27/2019,22.3,20,25.3,0.8,1.4,81.1
102,백령도,8/28/2019,23.9,19.5,27.4,,2.4,83.5
102,백령도,8/29/2019,23.5,21,27,,4.5,71.5
102,백령도,8/30/2019,21.1,18.5,24.7,,2.8,80.8
102,백령도,8/31/2019,22.3,19.7,25.5,,3,75.9
102,백령도,9/1/2019,22,18.3,26.8,,1.6,77.3
102,백령도,9/2/2019,21.9,18,25.4,,2.3,81.4
102,백령도,9/3/2019,22.1,19.2,28.1,,1.8,79.1
102,백령도,9/4/2019,21.7,20.1,23.4,13.3,3.9,96.1
102,백령도,9/5/2019,22.7,21.7,24.4,,2.9,93.4
102,백령도,9/6/2019,21.1,20.1,22.4,40,2.3,99.9
102,백령도,9/7/2019,21.7,20,22.6,81.8,7.4,98.4
102,백령도,9/8/2019,22.7,20.5,25.7,,2.8,92.3
102,백령도,9/9/2019,22.5,19.1,26.2,,2.1,90.1
102,백령도,9/10/2019,21.9,20.3,23,1.8,3.8,92.9
102,백령도,9/11/2019,21.9,20.3,25.5,,2.9,91.4
102,백령도,9/12/2019,20.3,18.7,21.9,0.1,4.3,90.4
102,백령도,9/13/2019,20.8,18.7,23.3,0.5,4.6,92.1
102,백령도,9/14/2019,20.9,20,22.1,6.9,4.2,87.8
102,백령도,9/15/2019,20.8,19.4,22.9,,3.7,79.5
102,백령도,9/16/2019,21.5,19.5,24.8,,3.7,81.9
102,백령도,9/17/2019,20.3,17.4,22.9,,2.8,82
102,백령도,9/18/2019,18.2,17.5,20.2,,8.7,54
102,백령도,9/19/2019,18,14.8,20.9,,3.9,52.4
102,백령도,9/20/2019,19,17.3,20.7,,2.1,78
102,백령도,9/21/2019,19.6,17.2,22.6,,2.2,79.3
102,백령도,9/22/2019,19.5,16,23.2,,3.3,73
102,백령도,9/23/2019,18.7,15.6,22.3,,1.9,65.5
102,백령도,9/24/2019,18.9,15,23.6,,1.4,72.6
102,백령도,9/25/2019,19.2,17,22.1,,1.3,89.5
102,백령도,9/26/2019,19.9,16.8,24.4,,1.2,82.5
102,백령도,9/27/2019,19.9,17.9,23.2,,1.2,88.6
102,백령도,9/28/2019,19.7,16.7,23.6,,1.6,83.4
102,백령도,9/29/2019,19.9,17.1,24,,1.4,92.5
102,백령도,9/30/2019,18.9,16.7,23.3,,1.6,91.3
102,백령도,10/1/2019,18,15.3,22.4,,1.2,98.5
102,백령도,10/2/2019,20.7,16.6,23.8,0,1.9,92.4
102,백령도,10/3/2019,20.8,18.7,22.9,,4.6,86.4
102,백령도,10/4/2019,17.8,14.4,20.2,,6.5,89.5
102,백령도,10/5/2019,15.3,13.4,17,,8.7,72.6
102,백령도,10/6/2019,16,13.4,19.1,,2.4,77.8
102,백령도,10/7/2019,15.4,14.2,17.4,2.2,2,80
102,백령도,10/8/2019,14.7,13.1,17,1.7,7.3,52.5
102,백령도,10/9/2019,15.6,12.3,18.2,,2.5,54.1
102,백령도,10/10/2019,16.1,12.8,18.5,0.7,2.4,86.6
102,백령도,10/11/2019,17.9,15.7,20.3,,3.5,84.8
102,백령도,10/12/2019,17.6,15.1,21,,3.5,70.6
102,백령도,10/13/2019,16.1,13.8,19.1,,3.3,71.5
102,백령도,10/14/2019,11.8,10.8,15.9,,10.1,58.6
102,백령도,10/15/2019,12.6,9.7,15.7,,3.4,64.3
102,백령도,10/16/2019,13.8,11,16.5,,2.4,67.3
102,백령도,10/17/2019,15.1,12.8,18.2,,2.2,67.9
102,백령도,10/18/2019,16,11.9,19.2,,3,72.5
102,백령도,10/19/2019,15.9,12.8,18,,4.1,81.6
102,백령도,10/20/2019,15.2,12.5,18.8,,1.4,87.8
102,백령도,10/21/2019,16.1,13.5,20.2,,2.1,91.9
102,백령도,10/22/2019,16.7,13.9,20.7,,1.6,89.9
102,백령도,10/23/2019,16.5,14.6,18.7,,1.6,89.8
102,백령도,10/24/2019,17.3,14.8,22,,2.3,77.8
102,백령도,10/25/2019,14,9.5,18.2,0,4.9,78.4
102,백령도,10/26/2019,10.9,9.3,12.3,,8,63.3
102,백령도,10/27/2019,13.9,11.4,17.1,,3.3,54.1
102,백령도,10/28/2019,15.3,13.1,18.7,5,5.6,66.1
102,백령도,10/29/2019,12.5,10.3,14.4,,4.4,56.8
102,백령도,10/30/2019,14.8,9.4,17.9,,3.2,62.3
102,백령도,10/31/2019,17,14.7,20,,4.6,81.5
112,인천,4/5/2016,9.4,6.5,12.9,,2.8,75.4
112,인천,4/6/2016,13.4,7.1,21.2,3.7,2.2,60.8
112,인천,4/7/2016,13,8.8,19,7.1,3.7,83
112,인천,4/8/2016,8.1,6.4,13.8,,3.2,97
112,인천,4/9/2016,9.7,6.8,12.3,0.4,2.4,98
112,인천,4/10/2016,11.2,8.8,16.1,0.2,2.5,92.5
112,인천,4/11/2016,11.3,6,16.9,,3.2,64.9
112,인천,4/12/2016,13.3,9.2,17.8,,2.8,64.8
112,인천,4/13/2016,14.1,10.9,18.8,0.7,1.8,92.5
112,인천,4/14/2016,8.8,7.1,11.8,,2.5,98
112,인천,4/15/2016,12.9,5.8,19.8,,2.1,71.9
112,인천,4/16/2016,15.3,11.4,20.1,30.5,4.2,74.3
112,인천,4/17/2016,10.3,8.5,14.7,16.2,7,89.9
112,인천,4/18/2016,10.2,7.4,16,0.2,4.2,88
112,인천,4/19/2016,10.7,7.4,15.3,,2.8,84.5
112,인천,4/20/2016,13.6,10.2,19.1,0.7,2.8,77.5
112,인천,4/21/2016,13.2,11.3,16.2,21,3.5,98
112,인천,4/22/2016,11.6,9.8,15.6,,3.1,98
112,인천,4/23/2016,12.1,8.2,17.7,,2.1,75.6
112,인천,4/24/2016,14.8,9.3,20.9,,2.7,56.1
112,인천,4/25/2016,15.5,10.2,21.5,,2.2,52.6
112,인천,4/26/2016,19.8,12,27.8,,3.1,52.6
112,인천,4/27/2016,17.2,14.4,20.3,,3.9,46.1
112,인천,4/28/2016,14.8,12.4,19.3,,2.8,59.6
112,인천,4/29/2016,14,10.8,18.4,,3,82.5
112,인천,4/30/2016,14.9,10.6,18.6,,4.8,67.1
112,인천,5/1/2016,17.7,13.7,22.4,,3.9,59.3
112,인천,5/2/2016,20.4,17.1,27,13.5,4.2,81.1
112,인천,5/3/2016,13.1,9.8,17.3,35.4,8.7,96.8
112,인천,5/4/2016,15.3,11.3,18.4,,7.9,61.4
112,인천,5/5/2016,18,10.6,25.3,0.8,2.7,64.4
112,인천,5/6/2016,14.8,12.2,18.7,8.7,3.3,98
112,인천,5/7/2016,15.2,10.7,19.1,,3,80.8
112,인천,5/8/2016,18.3,12.7,24.3,,2.2,65.9
112,인천,5/9/2016,18.3,15.3,22.2,,2.6,73.1
112,인천,5/10/2016,14.1,12.7,16.9,11,3.9,96.3
112,인천,5/11/2016,15.3,11.5,20.1,,3.1,83.4
112,인천,5/12/2016,15.9,12.2,20.3,,3.7,90.6
112,인천,5/13/2016,17.3,12.1,23.1,,3.6,68.9
112,인천,5/14/2016,19.1,15.5,25,,2.9,63
112,인천,5/15/2016,16.5,12.2,23,38,3.6,87.8
112,인천,5/16/2016,14.7,11.6,18.1,0.3,3.6,79.1
112,인천,5/17/2016,17.6,11.7,23.8,,2.1,72.4
112,인천,5/18/2016,20.9,14.8,27.1,,2.1,58.1
112,인천,5/19/2016,23.5,16.6,29.3,,3,50.6
112,인천,5/20/2016,22.2,17.5,27.5,,1.8,62.9
112,인천,5/21/2016,24.1,19,28.9,,2.6,36
112,인천,5/22/2016,23.3,19.4,28.5,,2.1,43.5
112,인천,5/23/2016,20.9,17.5,25.9,0,2.4,67.6
112,인천,5/24/2016,15.7,14.5,19.4,40.8,3.7,98
112,인천,5/25/2016,18.4,15.5,21.9,,2.9,94.8
112,인천,5/26/2016,18,16.2,20.2,,2.4,96.9
112,인천,5/27/2016,19.5,15.5,24.4,,2.2,89.6
112,인천,5/28/2016,19.2,15.5,23.8,,2.4,80.4
112,인천,5/29/2016,19.6,16.4,24.5,,2.2,86.3
112,인천,5/30/2016,20.5,17.4,24.6,,2.3,85.5
112,인천,5/31/2016,19.4,16.7,23.1,,2.7,93.1
112,인천,6/1/2016,22.4,16.8,27.5,,2.9,66.3
112,인천,6/2/2016,21.8,18.3,25.5,,2.6,66.6
112,인천,6/3/2016,20.4,16.5,24.5,,2.4,71.8
112,인천,6/4/2016,20.3,18.4,23.5,,2.1,83.1
112,인천,6/5/2016,23.1,17.1,28.7,,2.5,69
112,인천,6/6/2016,22,20.3,25.5,0,3,72
112,인천,6/7/2016,20.9,18,24.8,,2.2,91.8
112,인천,6/8/2016,19.5,16.9,22.8,,2.5,97.3
112,인천,6/9/2016,21.6,17.5,26.7,,2,85.6
112,인천,6/10/2016,21.9,18.2,26.3,,2.4,88.9
112,인천,6/11/2016,22.3,20.3,25.7,3.8,2.3,95.6
112,인천,6/12/2016,21.6,18.2,25.2,,2,98
112,인천,6/13/2016,20.7,17.7,25.6,,2.2,95.6
112,인천,6/14/2016,21.5,18.6,25.2,0,2.7,91.8
112,인천,6/15/2016,19.7,17.3,23,8.8,4.2,96.1
